,st_cty_code,county,state,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2357,45005,Allendale County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,45007,Anderson County,SC,0,2,3,1,3,0,0,4,3,1,0,0,1,1,1,3,0,0,0
2359,45009,Bamberg County,SC,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2360,450011,Barnwell County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
2361,450013,Beaufort County,SC,3,0,2,2,1,2,1,2,1,4,2,3,2,0,1,0,0,1,1
2362,450015,Berkeley County,SC,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,1,0
2363,450017,Calhoun County,SC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2364,450019,Charleston County,SC,3,0,1,1,0,0,1,3,2,2,5,2,6,4,4,1,1,1,3
2365,450021,Cherokee County,SC,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2366,450023,Chester County,SC,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,1,0
2367,450025,Chesterfield County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2368,450027,Clarendon County,SC,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
2369,450029,Colleton County,SC,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2370,450031,Darlington County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2371,450033,Dillon County,SC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2372,450035,Dorchester County,SC,0,0,0,1,1,0,0,0,0,0,1,1,2,2,0,0,1,0,2
2373,450037,Edgefield County,SC,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2374,450039,Fairfield County,SC,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2375,450041,Florence County,SC,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,3,2,1,3
2376,450043,Georgetown County,SC,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
2377,450045,Greenville County,SC,0,1,2,2,1,0,1,2,1,0,3,3,0,2,1,3,0,3,0
2378,450047,Greenwood County,SC,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1
2379,450049,Hampton County,SC,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2380,450051,Horry County,SC,1,0,4,1,1,3,2,2,1,3,0,7,9,2,13,5,12,1,10
2381,450053,Jasper County,SC,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0
2382,450055,Kershaw County,SC,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,2,0,0
2383,450057,Lancaster County,SC,1,2,2,1,0,0,0,0,0,0,0,1,1,2,0,3,4,4,0
2384,450059,Laurens County,SC,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2385,450061,Lee County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,450063,Lexington County,SC,0,0,0,0,4,2,2,1,0,0,2,0,2,2,1,3,5,4,5
2387,450065,McCormick County,SC,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
2388,450067,Marion County,SC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2389,450069,Marlboro County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2390,450071,Newberry County,SC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2391,450073,Oconee County,SC,11,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2392,450075,Orangeburg County,SC,1,0,2,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0
2393,450077,Pickens County,SC,1,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0
2394,450079,Richland County,SC,0,0,4,2,4,0,1,2,0,2,2,3,3,5,3,3,7,3,5
2395,450081,Saluda County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,450083,Spartanburg County,SC,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,2,0,0,3
2397,450085,Sumter County,SC,0,0,0,0,0,0,2,2,0,0,0,1,0,2,1,4,0,0,1
2398,450087,Union County,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,450089,Williamsburg County,SC,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2400,450091,York County,SC,0,0,2,2,0,0,1,0,6,6,2,7,6,5,2,4,7,1,3
2401,4500999,South Carolina,SC,0,0,0,0,0,0,1,4,7,18,4,3,1,0,0,0,0,0,0
2402,46003,Aurora County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,46005,Beadle County,SD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2404,46007,Bennett County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,46009,Bon Homme County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,460011,Brookings County,SD,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
2407,460013,Brown County,SD,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2408,460015,Brule County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2409,460017,Buffalo County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,460019,Butte County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,460021,Campbell County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,460023,Charles Mix County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2413,460025,Clark County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,460027,Clay County,SD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2415,460029,Codington County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,460031,Corson County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,460033,Custer County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2418,460035,Davison County,SD,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2419,460037,Day County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2420,460039,Deuel County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,460041,Dewey County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2422,460043,Douglas County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,460045,Edmunds County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,460047,Fall River County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,460049,Faulk County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,460051,Grant County,SD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2427,460053,Gregory County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,460055,Haakon County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,460057,Hamlin County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,460059,Hand County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,460061,Hanson County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,460063,Harding County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,460065,Hughes County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2434,460067,Hutchinson County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,460069,Hyde County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,460071,Jackson County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,460073,Jerauld County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,460075,Jones County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,460077,Kingsbury County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,460079,Lake County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2441,460081,Lawrence County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,460083,Lincoln County,SD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2443,460085,Lyman County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,460087,McCook County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,460089,McPherson County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2446,460091,Marshall County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,460093,Meade County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2448,460095,Mellette County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,460097,Miner County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2450,460099,Minnehaha County,SD,0,0,0,0,0,1,0,0,0,1,0,1,1,2,2,1,4,2,1
2451,4600101,Moody County,SD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2452,4600102,Oglala Lakota County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2453,4600103,Pennington County,SD,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,2,0
2454,4600105,Perkins County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,4600107,Potter County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,4600109,Roberts County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2457,4600111,Sanborn County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2458,4600115,Spink County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,4600117,Stanley County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,4600119,Sully County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,4600121,Todd County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,4600123,Tripp County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,4600125,Turner County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2464,4600127,Union County,SD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2465,4600129,Walworth County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,4600135,Yankton County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,4600137,Ziebach County,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,4600999,South Dakota,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2469,47001,Anderson County,TN,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0
2470,47003,Bedford County,TN,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,47005,Benton County,TN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,47007,Bledsoe County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,47009,Blount County,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2474,470011,Bradley County,TN,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2475,470013,Campbell County,TN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
2476,470015,Cannon County,TN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2477,470017,Carroll County,TN,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2478,470019,Carter County,TN,0,0,0,0,0,0,0,0,0,3,0,0,3,1,1,0,0,1,1
2479,470021,Cheatham County,TN,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2480,470023,Chester County,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2481,470025,Claiborne County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2482,470027,Clay County,TN,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
2483,470029,Cocke County,TN,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2484,470031,Coffee County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,470033,Crockett County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,470035,Cumberland County,TN,4,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,1,0
2487,470037,Davidson County,TN,3,3,2,2,0,1,1,5,3,0,0,6,2,0,5,7,1,6,0
2488,470039,Decatur County,TN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2489,470041,DeKalb County,TN,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2490,470043,Dickson County,TN,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0
2491,470045,Dyer County,TN,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,470047,Fayette County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,470049,Fentress County,TN,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0
2494,470051,Franklin County,TN,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,470053,Gibson County,TN,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2496,470055,Giles County,TN,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2497,470057,Grainger County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2498,470059,Greene County,TN,0,0,0,0,0,0,0,0,0,3,2,0,1,1,1,1,0,1,1
2499,470061,Grundy County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,470063,Hamblen County,TN,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
2501,470065,Hamilton County,TN,3,2,3,2,0,0,0,1,5,2,0,4,1,2,0,0,0,1,0
2502,470067,Hancock County,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2503,470069,Hardeman County,TN,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2504,470071,Hardin County,TN,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2505,470073,Hawkins County,TN,1,0,1,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0
2506,470075,Haywood County,TN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,470077,Henderson County,TN,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
2508,470079,Henry County,TN,1,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
2509,470081,Hickman County,TN,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
2510,470083,Houston County,TN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2511,470085,Humphreys County,TN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2512,470087,Jackson County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,470089,Jefferson County,TN,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2514,470091,Johnson County,TN,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2515,470093,Knox County,TN,1,3,2,1,5,3,3,4,0,1,0,2,0,1,0,0,0,1,4
2516,470095,Lake County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,470097,Lauderdale County,TN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,470099,Lawrence County,TN,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0
2519,4700101,Lewis County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,4700103,Lincoln County,TN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2521,4700105,Loudon County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2522,4700107,McMinn County,TN,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,4700109,McNairy County,TN,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2524,4700111,Macon County,TN,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,4700113,Madison County,TN,1,0,1,0,0,1,0,1,1,2,0,0,1,0,0,0,0,0,0
2526,4700115,Marion County,TN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,4700117,Marshall County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,4700119,Maury County,TN,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2529,4700121,Meigs County,TN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2530,4700123,Monroe County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2531,4700125,Montgomery County,TN,0,3,4,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,3
2532,4700127,Moore County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,4700129,Morgan County,TN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2534,4700131,Obion County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2535,4700133,Overton County,TN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2536,4700135,Perry County,TN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2537,4700137,Pickett County,TN,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2538,4700139,Polk County,TN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2539,4700141,Putnam County,TN,0,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0
2540,4700143,Rhea County,TN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2541,4700145,Roane County,TN,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2542,4700147,Robertson County,TN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2543,4700149,Rutherford County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2544,4700151,Scott County,TN,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2545,4700153,Sequatchie County,TN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2546,4700155,Sevier County,TN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
2547,4700157,Shelby County,TN,1,2,0,6,1,2,0,5,5,7,3,5,0,0,0,0,1,2,4
2548,4700159,Smith County,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2549,4700161,Stewart County,TN,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,4700163,Sullivan County,TN,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,4,2
2551,4700165,Sumner County,TN,0,4,2,1,1,0,0,1,0,2,1,1,0,2,0,1,3,3,0
2552,4700167,Tipton County,TN,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2553,4700169,Trousdale County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2554,4700171,Unicoi County,TN,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2555,4700173,Union County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2556,4700175,Van Buren County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,4700177,Warren County,TN,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2558,4700179,Washington County,TN,0,0,0,0,1,0,0,0,2,5,1,0,3,3,2,1,1,3,2
2559,4700181,Wayne County,TN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,4700183,Weakley County,TN,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
2561,4700185,White County,TN,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2562,4700187,Williamson County,TN,0,0,1,0,1,0,0,1,3,3,2,0,1,3,3,0,0,0,1
2563,4700189,Wilson County,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,1
2564,4700999,Tennessee,TN,0,0,0,0,0,0,0,2,0,0,0,4,4,3,0,4,2,5,6
2565,48001,Anderson County,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,48003,Andrews County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,48005,Angelina County,TX,1,1,0,0,1,0,0,2,1,0,2,2,3,1,0,0,0,0,0
2568,48007,Aransas County,TX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2569,48009,Archer County,TX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2570,480011,Armstrong County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,480013,Atascosa County,TX,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2572,480015,Austin County,TX,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2573,480017,Bailey County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2574,480019,Bandera County,TX,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2575,480021,Bastrop County,TX,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0
2576,480023,Baylor County,TX,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2577,480025,Bee County,TX,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2578,480027,Bell County,TX,0,0,1,2,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0
2579,480029,Bexar County,TX,2,0,0,4,6,3,0,1,0,1,0,2,0,1,0,7,5,4,2
2580,480031,Blanco County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,480033,Borden County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,480035,Bosque County,TX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,480037,Bowie County,TX,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
2584,480039,Brazoria County,TX,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,2,1,0,1
2585,480041,Brazos County,TX,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0
2586,480043,Brewster County,TX,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2587,480045,Briscoe County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,480047,Brooks County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2589,480049,Brown County,TX,0,0,1,1,1,1,1,2,4,23,1,3,5,3,0,0,0,0,0
2590,480051,Burleson County,TX,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,480053,Burnet County,TX,0,0,1,4,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0
2592,480055,Caldwell County,TX,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,480057,Calhoun County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,480059,Callahan County,TX,2,0,0,1,0,0,0,0,1,6,1,0,0,1,0,0,0,0,0
2595,480061,Cameron County,TX,0,0,1,0,1,2,1,0,1,2,0,0,1,0,0,0,1,0,1
2596,480063,Camp County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2597,480065,Carson County,TX,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2598,480067,Cass County,TX,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2599,480069,Castro County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,480071,Chambers County,TX,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
2601,480073,Cherokee County,TX,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2602,480075,Childress County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2603,480077,Clay County,TX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2604,480079,Cochran County,TX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2605,480081,Coke County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,480083,Coleman County,TX,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
2607,480085,Collin County,TX,2,3,9,1,0,1,1,3,9,28,10,1,3,3,2,1,5,0,1
2608,480087,Collingsworth County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,480089,Colorado County,TX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2610,480091,Comal County,TX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,480093,Comanche County,TX,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
2612,480095,Concho County,TX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,480097,Cooke County,TX,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
2614,480099,Coryell County,TX,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0
2615,4800101,Cottle County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,4800103,Crane County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,4800105,Crockett County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
