,st_cty_code,county,state,cases
1638,300031,Gallatin County,MT,0
1639,300033,Garfield County,MT,0
1640,300035,Glacier County,MT,0
1641,300037,Golden Valley County,MT,0
1642,300039,Granite County,MT,0
1643,300041,Hill County,MT,0
1644,300043,Jefferson County,MT,1
1645,300045,Judith Basin County,MT,0
1646,300047,Lake County,MT,0
1647,300049,Lewis and Clark County,MT,0
1648,300051,Liberty County,MT,0
1649,300053,Lincoln County,MT,0
1650,300055,McCone County,MT,0
1651,300057,Madison County,MT,0
1652,300059,Meagher County,MT,0
1653,300061,Mineral County,MT,0
1654,300063,Missoula County,MT,0
1655,300065,Musselshell County,MT,0
1656,300067,Park County,MT,0
1657,300069,Petroleum County,MT,0
1658,300071,Phillips County,MT,0
1659,300073,Pondera County,MT,0
1660,300075,Powder River County,MT,0
1661,300077,Powell County,MT,0
1662,300079,Prairie County,MT,0
1663,300081,Ravalli County,MT,1
1664,300083,Richland County,MT,0
1665,300085,Roosevelt County,MT,0
1666,300087,Rosebud County,MT,0
1667,300089,Sanders County,MT,0
1668,300091,Sheridan County,MT,0
1669,300093,Silver Bow County,MT,0
1670,300095,Stillwater County,MT,0
1671,300097,Sweet Grass County,MT,1
1672,300099,Teton County,MT,0
1673,3000101,Toole County,MT,0
1674,3000103,Treasure County,MT,0
1675,3000105,Valley County,MT,0
1676,3000107,Wheatland County,MT,0
1677,3000109,Wibaux County,MT,0
1678,3000111,Yellowstone County,MT,1
1679,3000999,Montana,MT,0
1680,31001,Adams County,NE,1
1681,31003,Antelope County,NE,0
1682,31005,Arthur County,NE,0
1683,31007,Banner County,NE,0
1684,31009,Blaine County,NE,0
1685,310011,Boone County,NE,0
1686,310013,Box Butte County,NE,0
1687,310015,Boyd County,NE,0
1688,310017,Brown County,NE,0
1689,310019,Buffalo County,NE,0
1690,310021,Burt County,NE,0
1691,310023,Butler County,NE,0
1692,310025,Cass County,NE,0
1693,310027,Cedar County,NE,0
1694,310029,Chase County,NE,0
1695,310031,Cherry County,NE,0
1696,310033,Cheyenne County,NE,0
1697,310035,Clay County,NE,0
1698,310037,Colfax County,NE,0
1699,310039,Cuming County,NE,0
1700,310041,Custer County,NE,0
1701,310043,Dakota County,NE,1
1702,310045,Dawes County,NE,0
1703,310047,Dawson County,NE,0
1704,310049,Deuel County,NE,0
1705,310051,Dixon County,NE,0
1706,310053,Dodge County,NE,0
1707,310055,Douglas County,NE,2
1708,310057,Dundy County,NE,0
1709,310059,Fillmore County,NE,0
1710,310061,Franklin County,NE,0
1711,310063,Frontier County,NE,0
1712,310065,Furnas County,NE,0
1713,310067,Gage County,NE,0
1714,310069,Garden County,NE,0
1715,310071,Garfield County,NE,0
1716,310073,Gosper County,NE,0
1717,310075,Grant County,NE,0
1718,310077,Greeley County,NE,0
1719,310079,Hall County,NE,0
1720,310081,Hamilton County,NE,0
1721,310083,Harlan County,NE,0
1722,310085,Hayes County,NE,0
1723,310087,Hitchcock County,NE,0
1724,310089,Holt County,NE,0
1725,310091,Hooker County,NE,0
1726,310093,Howard County,NE,0
1727,310095,Jefferson County,NE,0
1728,310097,Johnson County,NE,0
1729,310099,Kearney County,NE,0
1730,3100101,Keith County,NE,0
1731,3100103,Keya Paha County,NE,0
1732,3100105,Kimball County,NE,0
1733,3100107,Knox County,NE,0
1734,3100109,Lancaster County,NE,6
1735,3100111,Lincoln County,NE,0
1736,3100113,Logan County,NE,0
1737,3100115,Loup County,NE,0
1738,3100117,McPherson County,NE,0
1739,3100119,Madison County,NE,0
1740,3100121,Merrick County,NE,0
1741,3100123,Morrill County,NE,0
1742,3100125,Nance County,NE,0
1743,3100127,Nemaha County,NE,0
1744,3100129,Nuckolls County,NE,0
1745,3100131,Otoe County,NE,1
1746,3100133,Pawnee County,NE,0
1747,3100135,Perkins County,NE,0
1748,3100137,Phelps County,NE,0
1749,3100139,Pierce County,NE,0
1750,3100141,Platte County,NE,0
1751,3100143,Polk County,NE,0
1752,3100145,Red Willow County,NE,0
1753,3100147,Richardson County,NE,0
1754,3100149,Rock County,NE,0
1755,3100151,Saline County,NE,0
1756,3100153,Sarpy County,NE,3
1757,3100155,Saunders County,NE,0
1758,3100157,Scotts Bluff County,NE,0
1759,3100159,Seward County,NE,0
1760,3100161,Sheridan County,NE,1
1761,3100163,Sherman County,NE,0
1762,3100165,Sioux County,NE,0
1763,3100167,Stanton County,NE,0
1764,3100169,Thayer County,NE,0
1765,3100171,Thomas County,NE,0
1766,3100173,Thurston County,NE,0
1767,3100175,Valley County,NE,0
1768,3100177,Washington County,NE,0
1769,3100179,Wayne County,NE,0
1770,3100181,Webster County,NE,0
1771,3100183,Wheeler County,NE,0
1772,3100185,York County,NE,0
1773,3100999,Nebraska,NE,0
1774,32001,Churchill County,NV,0
1775,32003,Clark County,NV,9
1776,32005,Douglas County,NV,0
1777,32007,Elko County,NV,0
1778,32009,Esmeralda County,NV,0
1779,320011,Eureka County,NV,0
1780,320013,Humboldt County,NV,0
1781,320015,Lander County,NV,0
1782,320017,Lincoln County,NV,0
1783,320019,Lyon County,NV,1
1784,320021,Mineral County,NV,0
1785,320023,Nye County,NV,0
1786,320027,Pershing County,NV,0
1787,320029,Storey County,NV,0
1788,320031,Washoe County,NV,3
1789,320033,White Pine County,NV,0
1790,3200510,Carson City,NV,0
1791,3200999,Nevada,NV,1
1792,33001,Belknap County,NH,41
1793,33003,Carroll County,NH,73
1794,33005,Cheshire County,NH,38
1795,33007,Coos County,NH,5
1796,33009,Grafton County,NH,81
1797,330011,Hillsborough County,NH,395
1798,330013,Merrimack County,NH,190
1799,330015,Rockingham County,NH,351
1800,330017,Strafford County,NH,170
1801,330019,Sullivan County,NH,33
1802,3300999,New Hampshire,NH,51
1803,34001,Atlantic County,NJ,75
1804,34003,Bergen County,NJ,232
1805,34005,Burlington County,NJ,186
1806,34007,Camden County,NJ,157
1807,34009,Cape May County,NJ,31
1808,340011,Cumberland County,NJ,81
1809,340013,Essex County,NJ,167
1810,340015,Gloucester County,NJ,109
1811,340017,Hudson County,NJ,26
1812,340019,Hunterdon County,NJ,335
1813,340021,Mercer County,NJ,165
1814,340023,Middlesex County,NJ,154
1815,340025,Monmouth County,NJ,506
1816,340027,Morris County,NJ,472
1817,340029,Ocean County,NJ,290
1818,340031,Passaic County,NJ,149
1819,340033,Salem County,NJ,58
1820,340035,Somerset County,NJ,225
1821,340037,Sussex County,NJ,246
1822,340039,Union County,NJ,92
1823,340041,Warren County,NJ,244
1824,3400999,New Jersey,NJ,0
1825,35001,Bernalillo County,NM,0
1826,35003,Catron County,NM,0
1827,35005,Chaves County,NM,0
1828,35006,Cibola County,NM,0
1829,35007,Colfax County,NM,0
1830,35009,Curry County,NM,1
1831,350011,De Baca County,NM,0
1832,350013,Doña Ana County,NM,0
1833,350015,Eddy County,NM,0
1834,350017,Grant County,NM,0
1835,350019,Guadalupe County,NM,0
1836,350021,Harding County,NM,0
1837,350023,Hidalgo County,NM,0
1838,350025,Lea County,NM,1
1839,350027,Lincoln County,NM,0
1840,350028,Los Alamos County,NM,0
1841,350029,Luna County,NM,0
1842,350031,McKinley County,NM,0
1843,350033,Mora County,NM,0
1844,350035,Otero County,NM,0
1845,350037,Quay County,NM,0
1846,350039,Rio Arriba County,NM,0
1847,350041,Roosevelt County,NM,0
1848,350043,Sandoval County,NM,0
1849,350045,San Juan County,NM,0
1850,350047,San Miguel County,NM,0
1851,350049,Santa Fe County,NM,0
1852,350051,Sierra County,NM,0
1853,350053,Socorro County,NM,0
1854,350055,Taos County,NM,0
1855,350057,Torrance County,NM,0
1856,350059,Union County,NM,0
1857,350061,Valencia County,NM,0
1858,3500999,New Mexico,NM,0
1859,36001,Albany County,NY,116
1860,36003,Allegany County,NY,5
1861,36005,Bronx County,NY,34
1862,36007,Broome County,NY,56
1863,36009,Cattaraugus County,NY,17
1864,360011,Cayuga County,NY,7
1865,360013,Chautauqua County,NY,9
1866,360015,Chemung County,NY,21
1867,360017,Chenango County,NY,83
1868,360019,Clinton County,NY,42
1869,360021,Columbia County,NY,129
1870,360023,Cortland County,NY,22
1871,360025,Delaware County,NY,38
1872,360027,Dutchess County,NY,292
1873,360029,Erie County,NY,66
1874,360031,Essex County,NY,17
1875,360033,Franklin County,NY,23
1876,360035,Fulton County,NY,29
1877,360037,Genesee County,NY,6
1878,360039,Greene County,NY,69
1879,360041,Hamilton County,NY,1
1880,360043,Herkimer County,NY,31
1881,360045,Jefferson County,NY,14
1882,360047,Kings County,NY,281
1883,360049,Lewis County,NY,14
1884,360051,Livingston County,NY,13
1885,360053,Madison County,NY,57
1886,360055,Monroe County,NY,45
1887,360057,Montgomery County,NY,49
1888,360059,Nassau County,NY,31
1889,360061,New York County,NY,264
1890,360063,Niagara County,NY,2
1891,360065,Oneida County,NY,24
1892,360067,Onondaga County,NY,71
1893,360069,Ontario County,NY,34
1894,360071,Orange County,NY,145
1895,360073,Orleans County,NY,5
1896,360075,Oswego County,NY,34
1897,360077,Otsego County,NY,45
1898,360079,Putnam County,NY,168
1899,360081,Queens County,NY,85
1900,360083,Rensselaer County,NY,107
1901,360085,Richmond County,NY,88
1902,360087,Rockland County,NY,48
1903,360089,St. Lawrence County,NY,33
1904,360091,Saratoga County,NY,77
1905,360093,Schenectady County,NY,19
1906,360095,Schoharie County,NY,73
1907,360097,Schuyler County,NY,24
1908,360099,Seneca County,NY,12
1909,3600101,Steuben County,NY,74
1910,3600103,Suffolk County,NY,193
1911,3600105,Sullivan County,NY,14
1912,3600107,Tioga County,NY,19
1913,3600109,Tompkins County,NY,58
1914,3600111,Ulster County,NY,116
1915,3600113,Warren County,NY,11
1916,3600115,Washington County,NY,17
1917,3600117,Wayne County,NY,15
1918,3600119,Westchester County,NY,113
1919,3600121,Wyoming County,NY,1
1920,3600123,Yates County,NY,32
1921,3600999,New York,NY,0
1922,37001,Alamance County,NC,1
1923,37003,Alexander County,NC,1
1924,37005,Alleghany County,NC,20
1925,37007,Anson County,NC,0
1926,37009,Ashe County,NC,15
1927,370011,Avery County,NC,0
1928,370013,Beaufort County,NC,0
1929,370015,Bertie County,NC,0
1930,370017,Bladen County,NC,0
1931,370019,Brunswick County,NC,4
1932,370021,Buncombe County,NC,18
1933,370023,Burke County,NC,0
1934,370025,Cabarrus County,NC,1
1935,370027,Caldwell County,NC,1
1936,370029,Camden County,NC,0
1937,370031,Carteret County,NC,6
1938,370033,Caswell County,NC,0
1939,370035,Catawba County,NC,0
1940,370037,Chatham County,NC,1
1941,370039,Cherokee County,NC,0
1942,370041,Chowan County,NC,0
1943,370043,Clay County,NC,0
1944,370045,Cleveland County,NC,1
1945,370047,Columbus County,NC,0
1946,370049,Craven County,NC,2
1947,370051,Cumberland County,NC,13
1948,370053,Currituck County,NC,0
1949,370055,Dare County,NC,3
1950,370057,Davidson County,NC,1
1951,370059,Davie County,NC,0
1952,370061,Duplin County,NC,1
1953,370063,Durham County,NC,3
1954,370065,Edgecombe County,NC,1
1955,370067,Forsyth County,NC,7
1956,370069,Franklin County,NC,1
1957,370071,Gaston County,NC,1
1958,370073,Gates County,NC,0
1959,370075,Graham County,NC,0
1960,370077,Granville County,NC,1
1961,370079,Greene County,NC,0
1962,370081,Guilford County,NC,2
1963,370083,Halifax County,NC,0
1964,370085,Harnett County,NC,4
1965,370087,Haywood County,NC,1
1966,370089,Henderson County,NC,0
1967,370091,Hertford County,NC,0
1968,370093,Hoke County,NC,0
1969,370095,Hyde County,NC,1
1970,370097,Iredell County,NC,3
1971,370099,Jackson County,NC,0
1972,3700101,Johnston County,NC,2
1973,3700103,Jones County,NC,0
1974,3700105,Lee County,NC,1
1975,3700107,Lenoir County,NC,0
1976,3700109,Lincoln County,NC,1
1977,3700111,McDowell County,NC,0
1978,3700113,Macon County,NC,0
1979,3700115,Madison County,NC,3
1980,3700117,Martin County,NC,0
1981,3700119,Mecklenburg County,NC,7
1982,3700121,Mitchell County,NC,2
1983,3700123,Montgomery County,NC,0
1984,3700125,Moore County,NC,2
1985,3700127,Nash County,NC,2
1986,3700129,New Hanover County,NC,3
1987,3700131,Northampton County,NC,1
1988,3700133,Onslow County,NC,5
1989,3700135,Orange County,NC,4
1990,3700137,Pamlico County,NC,1
1991,3700139,Pasquotank County,NC,0
1992,3700141,Pender County,NC,1
1993,3700143,Perquimans County,NC,0
1994,3700145,Person County,NC,1
1995,3700147,Pitt County,NC,2
1996,3700149,Polk County,NC,0
1997,3700151,Randolph County,NC,1
1998,3700153,Richmond County,NC,0
1999,3700155,Robeson County,NC,0
2000,3700157,Rockingham County,NC,2
2001,3700159,Rowan County,NC,3
2002,3700161,Rutherford County,NC,1
2003,3700163,Sampson County,NC,2
2004,3700165,Scotland County,NC,0
2005,3700167,Stanly County,NC,0
2006,3700169,Stokes County,NC,4
2007,3700171,Surry County,NC,5
2008,3700173,Swain County,NC,0
2009,3700175,Transylvania County,NC,0
2010,3700177,Tyrrell County,NC,0
2011,3700179,Union County,NC,3
2012,3700181,Vance County,NC,0
2013,3700183,Wake County,NC,25
2014,3700185,Warren County,NC,0
2015,3700187,Washington County,NC,0
2016,3700189,Watauga County,NC,7
2017,3700191,Wayne County,NC,0
2018,3700193,Wilkes County,NC,2
2019,3700195,Wilson County,NC,1
2020,3700197,Yadkin County,NC,2
2021,3700199,Yancey County,NC,2
2022,3700999,North Carolina,NC,0
2023,38001,Adams County,ND,0
2024,38003,Barnes County,ND,0
2025,38005,Benson County,ND,0
2026,38007,Billings County,ND,0
2027,38009,Bottineau County,ND,1
2028,380011,Bowman County,ND,0
2029,380013,Burke County,ND,0
2030,380015,Burleigh County,ND,4
2031,380017,Cass County,ND,16
2032,380019,Cavalier County,ND,0
2033,380021,Dickey County,ND,0
2034,380023,Divide County,ND,0
2035,380025,Dunn County,ND,0
2036,380027,Eddy County,ND,0
2037,380029,Emmons County,ND,0
2038,380031,Foster County,ND,0
2039,380033,Golden Valley County,ND,0
2040,380035,Grand Forks County,ND,2
2041,380037,Grant County,ND,0
2042,380039,Griggs County,ND,0
2043,380041,Hettinger County,ND,0
2044,380043,Kidder County,ND,0
2045,380045,LaMoure County,ND,0
2046,380047,Logan County,ND,0
2047,380049,McHenry County,ND,0
2048,380051,McIntosh County,ND,0
2049,380053,McKenzie County,ND,1
2050,380055,McLean County,ND,1
2051,380057,Mercer County,ND,0
2052,380059,Morton County,ND,2
2053,380061,Mountrail County,ND,0
2054,380063,Nelson County,ND,0
2055,380065,Oliver County,ND,0
2056,380067,Pembina County,ND,1
2057,380069,Pierce County,ND,0
2058,380071,Ramsey County,ND,0
2059,380073,Ransom County,ND,0
2060,380075,Renville County,ND,0
2061,380077,Richland County,ND,0
2062,380079,Rolette County,ND,0
2063,380081,Sargent County,ND,0
2064,380083,Sheridan County,ND,0
2065,380085,Sioux County,ND,0
2066,380087,Slope County,ND,0
2067,380089,Stark County,ND,1
2068,380091,Steele County,ND,0
2069,380093,Stutsman County,ND,1
2070,380095,Towner County,ND,0
2071,380097,Traill County,ND,0
2072,380099,Walsh County,ND,0
2073,3800101,Ward County,ND,2
2074,3800103,Wells County,ND,0
2075,3800105,Williams County,ND,1
2076,3800999,North Dakota,ND,0
2077,39001,Adams County,OH,0
2078,39003,Allen County,OH,0
2079,39005,Ashland County,OH,2
2080,39007,Ashtabula County,OH,1
2081,39009,Athens County,OH,0
2082,390011,Auglaize County,OH,0
2083,390013,Belmont County,OH,21
2084,390015,Brown County,OH,0
2085,390017,Butler County,OH,4
2086,390019,Carroll County,OH,5
2087,390021,Champaign County,OH,0
2088,390023,Clark County,OH,2
2089,390025,Clermont County,OH,1
2090,390027,Clinton County,OH,0
2091,390029,Columbiana County,OH,16
2092,390031,Coshocton County,OH,7
2093,390033,Crawford County,OH,0
2094,390035,Cuyahoga County,OH,25
2095,390037,Darke County,OH,0
2096,390039,Defiance County,OH,0
2097,390041,Delaware County,OH,8
2098,390043,Erie County,OH,1
2099,390045,Fairfield County,OH,2
2100,390047,Fayette County,OH,0
2101,390049,Franklin County,OH,15
2102,390051,Fulton County,OH,0
2103,390053,Gallia County,OH,0
2104,390055,Geauga County,OH,4
2105,390057,Greene County,OH,1
2106,390059,Guernsey County,OH,11
2107,390061,Hamilton County,OH,6
2108,390063,Hancock County,OH,1
2109,390065,Hardin County,OH,0
2110,390067,Harrison County,OH,8
2111,390069,Henry County,OH,0
2112,390071,Highland County,OH,0
2113,390073,Hocking County,OH,0
2114,390075,Holmes County,OH,2
2115,390077,Huron County,OH,4
2116,390079,Jackson County,OH,3
2117,390081,Jefferson County,OH,24
2118,390083,Knox County,OH,7
2119,390085,Lake County,OH,3
2120,390087,Lawrence County,OH,2
2121,390089,Licking County,OH,6
2122,390091,Logan County,OH,0
2123,390093,Lorain County,OH,1
2124,390095,Lucas County,OH,4
2125,390097,Madison County,OH,0
2126,390099,Mahoning County,OH,2
2127,3900101,Marion County,OH,0
2128,3900103,Medina County,OH,7
2129,3900105,Meigs County,OH,0
2130,3900107,Mercer County,OH,0
2131,3900109,Miami County,OH,1
2132,3900111,Monroe County,OH,0
2133,3900113,Montgomery County,OH,5
2134,3900115,Morgan County,OH,0
2135,3900117,Morrow County,OH,0
2136,3900119,Muskingum County,OH,8
2137,3900121,Noble County,OH,0
2138,3900123,Ottawa County,OH,2
2139,3900125,Paulding County,OH,0
2140,3900127,Perry County,OH,0
2141,3900129,Pickaway County,OH,1
2142,3900131,Pike County,OH,0
2143,3900133,Portage County,OH,8
2144,3900135,Preble County,OH,0
2145,3900137,Putnam County,OH,1
2146,3900139,Richland County,OH,0
2147,3900141,Ross County,OH,3
2148,3900143,Sandusky County,OH,0
2149,3900145,Scioto County,OH,2
2150,3900147,Seneca County,OH,1
2151,3900149,Shelby County,OH,0
2152,3900151,Stark County,OH,13
2153,3900153,Summit County,OH,10
2154,3900155,Trumbull County,OH,6
2155,3900157,Tuscarawas County,OH,17
2156,3900159,Union County,OH,0
2157,3900161,Van Wert County,OH,0
2158,3900163,Vinton County,OH,1
2159,3900165,Warren County,OH,0
2160,3900167,Washington County,OH,2
2161,3900169,Wayne County,OH,5
2162,3900171,Williams County,OH,0
2163,3900173,Wood County,OH,1
2164,3900175,Wyandot County,OH,0
2165,3900999,Ohio,OH,0
2166,40001,Adair County,OK,0
2167,40003,Alfalfa County,OK,0
2168,40005,Atoka County,OK,0
2169,40007,Beaver County,OK,0
2170,40009,Beckham County,OK,0
2171,400011,Blaine County,OK,0
2172,400013,Bryan County,OK,0
2173,400015,Caddo County,OK,0
2174,400017,Canadian County,OK,0
2175,400019,Carter County,OK,0
2176,400021,Cherokee County,OK,0
2177,400023,Choctaw County,OK,0
2178,400025,Cimarron County,OK,0
2179,400027,Cleveland County,OK,0
2180,400029,Coal County,OK,0
2181,400031,Comanche County,OK,0
2182,400033,Cotton County,OK,0
2183,400035,Craig County,OK,0
2184,400037,Creek County,OK,0
2185,400039,Custer County,OK,0
2186,400041,Delaware County,OK,0
2187,400043,Dewey County,OK,0
2188,400045,Ellis County,OK,0
2189,400047,Garfield County,OK,0
2190,400049,Garvin County,OK,0
2191,400051,Grady County,OK,0
2192,400053,Grant County,OK,0
2193,400055,Greer County,OK,0
2194,400057,Harmon County,OK,0
2195,400059,Harper County,OK,0
2196,400061,Haskell County,OK,0
2197,400063,Hughes County,OK,0
2198,400065,Jackson County,OK,0
2199,400067,Jefferson County,OK,0
2200,400069,Johnston County,OK,0
2201,400071,Kay County,OK,0
2202,400073,Kingfisher County,OK,0
2203,400075,Kiowa County,OK,0
2204,400077,Latimer County,OK,0
2205,400079,Le Flore County,OK,0
2206,400081,Lincoln County,OK,0
2207,400083,Logan County,OK,0
2208,400085,Love County,OK,0
2209,400087,McClain County,OK,0
2210,400089,McCurtain County,OK,0
2211,400091,McIntosh County,OK,0
2212,400093,Major County,OK,0
2213,400095,Marshall County,OK,0
2214,400097,Mayes County,OK,0
2215,400099,Murray County,OK,0
2216,4000101,Muskogee County,OK,0
2217,4000103,Noble County,OK,0
2218,4000105,Nowata County,OK,0
2219,4000107,Okfuskee County,OK,0
2220,4000109,Oklahoma County,OK,0
2221,4000111,Okmulgee County,OK,0
2222,4000113,Osage County,OK,0
2223,4000115,Ottawa County,OK,0
2224,4000117,Pawnee County,OK,0
2225,4000119,Payne County,OK,0
2226,4000121,Pittsburg County,OK,0
2227,4000123,Pontotoc County,OK,0
2228,4000125,Pottawatomie County,OK,0
2229,4000127,Pushmataha County,OK,0
2230,4000129,Roger Mills County,OK,0
2231,4000131,Rogers County,OK,0
2232,4000133,Seminole County,OK,0
2233,4000135,Sequoyah County,OK,0
2234,4000137,Stephens County,OK,0
2235,4000139,Texas County,OK,0
2236,4000141,Tillman County,OK,0
2237,4000143,Tulsa County,OK,0
2238,4000145,Wagoner County,OK,0
2239,4000147,Washington County,OK,0
2240,4000149,Washita County,OK,0
2241,4000151,Woods County,OK,0
2242,4000153,Woodward County,OK,0
2243,4000999,Oklahoma,OK,0
2244,41001,Baker County,OR,1
2245,41003,Benton County,OR,3
2246,41005,Clackamas County,OR,10
2247,41007,Clatsop County,OR,0
2248,41009,Columbia County,OR,2
2249,410011,Coos County,OR,2
2250,410013,Crook County,OR,0
2251,410015,Curry County,OR,0
2252,410017,Deschutes County,OR,4
2253,410019,Douglas County,OR,4
2254,410021,Gilliam County,OR,0
2255,410023,Grant County,OR,0
2256,410025,Harney County,OR,0
2257,410027,Hood River County,OR,0
2258,410029,Jackson County,OR,9
2259,410031,Jefferson County,OR,0
2260,410033,Josephine County,OR,7
2261,410035,Klamath County,OR,4
2262,410037,Lake County,OR,0
2263,410039,Lane County,OR,3
2264,410041,Lincoln County,OR,1
2265,410043,Linn County,OR,0
2266,410045,Malheur County,OR,0
2267,410047,Marion County,OR,2
2268,410049,Morrow County,OR,0
2269,410051,Multnomah County,OR,11
2270,410053,Polk County,OR,0
2271,410055,Sherman County,OR,0
2272,410057,Tillamook County,OR,0
2273,410059,Umatilla County,OR,0
2274,410061,Union County,OR,0
2275,410063,Wallowa County,OR,0
2276,410065,Wasco County,OR,1
2277,410067,Washington County,OR,5
2278,410069,Wheeler County,OR,0
2279,410071,Yamhill County,OR,1
2280,4100999,Oregon,OR,0
2281,42001,Adams County,PA,137
2282,42003,Allegheny County,PA,404
2283,42005,Armstrong County,PA,216
2284,42007,Beaver County,PA,254
2285,42009,Bedford County,PA,133
2286,420011,Berks County,PA,279
2287,420013,Blair County,PA,118
2288,420015,Bradford County,PA,161
2289,420017,Bucks County,PA,398
2290,420019,Butler County,PA,624
2291,420021,Cambria County,PA,137
2292,420023,Cameron County,PA,15
2293,420025,Carbon County,PA,55
2294,420027,Centre County,PA,195
2295,420029,Chester County,PA,678
2296,420031,Clarion County,PA,187
2297,420033,Clearfield County,PA,221
2298,420035,Clinton County,PA,20
2299,420037,Columbia County,PA,41
2300,420039,Crawford County,PA,126
2301,420041,Cumberland County,PA,177
2302,420043,Dauphin County,PA,189
2303,420045,Delaware County,PA,156
2304,420047,Elk County,PA,67
2305,420049,Erie County,PA,111
2306,420051,Fayette County,PA,103
2307,420053,Forest County,PA,16
2308,420055,Franklin County,PA,48
2309,420057,Fulton County,PA,25
2310,420059,Greene County,PA,31
2311,420061,Huntingdon County,PA,67
2312,420063,Indiana County,PA,201
2313,420065,Jefferson County,PA,212
2314,420067,Juniata County,PA,18
2315,420069,Lackawanna County,PA,125
2316,420071,Lancaster County,PA,309
2317,420073,Lawrence County,PA,112
2318,420075,Lebanon County,PA,92
2319,420077,Lehigh County,PA,209
2320,420079,Luzerne County,PA,181
2321,420081,Lycoming County,PA,88
2322,420083,McKean County,PA,83
2323,420085,Mercer County,PA,75
2324,420087,Mifflin County,PA,59
2325,420089,Monroe County,PA,105
2326,420091,Montgomery County,PA,463
2327,420093,Montour County,PA,10
2328,420095,Northampton County,PA,88
2329,420097,Northumberland County,PA,60
2330,420099,Perry County,PA,110
2331,4200101,Philadelphia County,PA,190
2332,4200103,Pike County,PA,59
2333,4200105,Potter County,PA,49
2334,4200107,Schuylkill County,PA,140
2335,4200109,Snyder County,PA,35
2336,4200111,Somerset County,PA,58
2337,4200113,Sullivan County,PA,12
2338,4200115,Susquehanna County,PA,74
2339,4200117,Tioga County,PA,61
2340,4200119,Union County,PA,48
2341,4200121,Venango County,PA,153
2342,4200123,Warren County,PA,53
2343,4200125,Washington County,PA,207
2344,4200127,Wayne County,PA,86
2345,4200129,Westmoreland County,PA,496
2346,4200131,Wyoming County,PA,50
2347,4200133,York County,PA,448
2348,4200999,Pennsylvania,PA,0
2349,44001,Bristol County,RI,86
2350,44003,Kent County,RI,161
2351,44005,Newport County,RI,143
2352,44007,Providence County,RI,441
2353,44009,Washington County,RI,280
2354,4400999,Rhode Island,RI,0
2355,45001,Abbeville County,SC,0
2356,45003,Aiken County,SC,1
2357,45005,Allendale County,SC,0
2358,45007,Anderson County,SC,0
2359,45009,Bamberg County,SC,0
2360,450011,Barnwell County,SC,0
2361,450013,Beaufort County,SC,1
2362,450015,Berkeley County,SC,0
2363,450017,Calhoun County,SC,0
2364,450019,Charleston County,SC,3
2365,450021,Cherokee County,SC,0
2366,450023,Chester County,SC,0
2367,450025,Chesterfield County,SC,0
2368,450027,Clarendon County,SC,0
2369,450029,Colleton County,SC,0
2370,450031,Darlington County,SC,0
2371,450033,Dillon County,SC,0
2372,450035,Dorchester County,SC,2
2373,450037,Edgefield County,SC,0
2374,450039,Fairfield County,SC,0
2375,450041,Florence County,SC,3
2376,450043,Georgetown County,SC,1
2377,450045,Greenville County,SC,0
2378,450047,Greenwood County,SC,1
2379,450049,Hampton County,SC,0
2380,450051,Horry County,SC,10
2381,450053,Jasper County,SC,0
2382,450055,Kershaw County,SC,0
2383,450057,Lancaster County,SC,0
2384,450059,Laurens County,SC,0
2385,450061,Lee County,SC,0
2386,450063,Lexington County,SC,5
2387,450065,McCormick County,SC,0
2388,450067,Marion County,SC,0
2389,450069,Marlboro County,SC,0
2390,450071,Newberry County,SC,0
2391,450073,Oconee County,SC,0
2392,450075,Orangeburg County,SC,0
2393,450077,Pickens County,SC,0
2394,450079,Richland County,SC,5
2395,450081,Saluda County,SC,0
2396,450083,Spartanburg County,SC,3
2397,450085,Sumter County,SC,1
2398,450087,Union County,SC,0
2399,450089,Williamsburg County,SC,0
2400,450091,York County,SC,3
2401,4500999,South Carolina,SC,0
2402,46003,Aurora County,SD,0
2403,46005,Beadle County,SD,0
2404,46007,Bennett County,SD,0
2405,46009,Bon Homme County,SD,0
2406,460011,Brookings County,SD,2
2407,460013,Brown County,SD,0
2408,460015,Brule County,SD,1
2409,460017,Buffalo County,SD,0
2410,460019,Butte County,SD,0
2411,460021,Campbell County,SD,0
2412,460023,Charles Mix County,SD,0
2413,460025,Clark County,SD,0
2414,460027,Clay County,SD,0
2415,460029,Codington County,SD,0
2416,460031,Corson County,SD,0
2417,460033,Custer County,SD,1
2418,460035,Davison County,SD,0
2419,460037,Day County,SD,0
2420,460039,Deuel County,SD,0
2421,460041,Dewey County,SD,0
2422,460043,Douglas County,SD,0
2423,460045,Edmunds County,SD,0
2424,460047,Fall River County,SD,0
2425,460049,Faulk County,SD,0
2426,460051,Grant County,SD,0
2427,460053,Gregory County,SD,0
2428,460055,Haakon County,SD,0
2429,460057,Hamlin County,SD,0
2430,460059,Hand County,SD,0
2431,460061,Hanson County,SD,0
2432,460063,Harding County,SD,0
2433,460065,Hughes County,SD,1
2434,460067,Hutchinson County,SD,0
2435,460069,Hyde County,SD,0
2436,460071,Jackson County,SD,0
2437,460073,Jerauld County,SD,0
2438,460075,Jones County,SD,0
2439,460077,Kingsbury County,SD,0
2440,460079,Lake County,SD,0
2441,460081,Lawrence County,SD,0
2442,460083,Lincoln County,SD,1
2443,460085,Lyman County,SD,0
2444,460087,McCook County,SD,0
